cik_str,ticker,title,cik10D
1979887,XCH,XCHG Ltd,0001979887
1879754,EHGO,EShallGo Inc.,0001879754
2007329,GGL,Games Global Ltd,0002007329
1267332,IPB,MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,0001267332
1936574,IMSV,IMMRSIV Inc.,0001936574
1979407,ORKT,ORANGEKLOUD TECHNOLOGY INC.,0001979407
2011674,TRUV,"True Velocity, Inc./DE",0002011674
1561032,HTIA,"Healthcare Trust, Inc.",0001561032
1964314,JBDI,JBDI Holdings Ltd,0001964314
1947210,HRLR,"High Roller Technologies, Inc.",0001947210
2010682,PSII,"Powermers Smart Industries, Inc.",0002010682
1964946,YAAS,Youxin Technology Ltd,0001964946
1971828,ENGS,Energys Group Ltd,0001971828
1955514,RAN,RanMarine Technology B.V.,0001955514
2002236,SPHL,SPRINGVIEW HOLDINGS LTD,0002002236
1551047,TIPLX,Bluerock Total Income (plus) Real Estate Fund,0001551047
1710523,BGFDX,Blackstone Floating Rate Enhanced Income Fund,0001710523
1124959,XSIAX,VOYA CREDIT INCOME FUND,0001124959
1972529,BTOC,Armlogi Holding Corp.,0001972529
1943289,SVCO,"Silvaco Group, Inc.",0001943289
1929783,WOK,WORK Medical Technology Group LTD,0001929783
1954705,FFFZ,Fuxing China Group Ltd,0001954705
1592651,LNZNY,Lenzing AG/ADR,0001592651
1875994,XXC,XINXU COPPER INDUSTRY TECHNOLOGY Ltd,0001875994
1998311,APRI,APRINOIA Therapeutics Inc.,0001998311
1514587,TURO,Turo Inc.,0001514587
1762562,CPRDX,Clarion Partners Real Estate Income Fund Inc.,0001762562
1974791,OPSC,OpSec Holdings,0001974791
1861448,ITRE,"IntriEnergy, Inc.",0001861448
1995194,PITA,Heramba Electric plc,0001995194
1912884,RPGL,Republic Power Group Ltd,0001912884
2010788,IZTC,Invizyne Technologies Inc,0002010788
1896677,GSOL,Grayscale Solana Trust (SOL),0001896677
1009919,IVHI,"Invech Holdings, Inc.",0001009919
1962011,KAPA,"Kairos Pharma, LTD.",0001962011
1933021,PLUT,Plutus Financial Group Ltd,0001933021
1999860,WYHG,Wing Yip Food Holdings Group Ltd,0001999860
1980034,BELR,"Bell Rose Capital, Inc.",0001980034
1353226,GJR,"STRATS(SM) Trust for Procter & Gamble Securities, Series 2006-1",0001353226
1781446,GAUZ,Gauzy Ltd.,0001781446
1893645,PLRZ,Polyrizon Ltd.,0001893645
1991261,SKK,SKK Holdings Ltd,0001991261
1933951,SAG,SAG Holdings Ltd,0001933951
1996192,LSH,Lakeside Holding Ltd,0001996192
1948292,DLOG,DELTA CORP. HOLDINGS Ltd,0001948292
1997698,PRGY,IGTA Merger Sub Ltd,0001997698
1907197,QQJ,QQJ Inc.,0001907197
1633369,CAST,"FreeCast, Inc.",0001633369
1898722,MDRN,Modern Mining Technology Corp.,0001898722
1852040,GBAT,Grayscale Basic Attention Token Trust (BAT),0001852040
1997637,IOTR,iOThree Ltd,0001997637
1964664,ORIS,ORIENTAL RISE HOLDINGS Ltd,0001964664
1294808,PYT,PPLUS Trust Series GSC-2,0001294808
1723701,PMFAX,PIMCO Flexible Municipal Income Fund,0001723701
1991946,CGBS,Crown LNG Holdings Ltd,0001991946
2001699,HPAI,Helport AI Ltd,0002001699
1995704,CUPR,Cuprina Holdings (Cayman) LTD,0001995704
1897532,MJID,Majestic Ideal Holdings Ltd,0001897532
1357660,GJT,"STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3",0001357660
1650789,SQVI,"Sequoia Vaccines, Inc.",0001650789
1688554,PFFLX,PIMCO Flexible Credit Income Fund,0001688554
1737936,CNROX,City National Rochdale Strategic Credit Fund,0001737936
1960348,VITT,Vittoria Ltd,0001960348
2017302,MISN,Mission Space Acquisition Corp.,0002017302
1976908,JDZG,JIADE Ltd,0001976908
1813744,WDSP,"World Scan Project, Inc.",0001813744
1873723,HAHA,Harden Technologies Inc.,0001873723
1821534,EXOD,"Exodus Movement, Inc.",0001821534
2004340,SYNSY,Syensqo SA/ADR,0002004340
1658645,LENDX,Stone Ridge Trust V,0001658645
1283337,KTN,STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,0001283337
1999119,LBRJ,"Libera Gaming Operations, Inc",0001999119
1581005,SRRIX,Stone Ridge Trust II,0001581005
1691570,USQIX,USQ Core Real Estate Fund,0001691570
1969928,MCTR,CTRL GROUP Ltd,0001969928
1984014,BLMZ,BloomZ Inc.,0001984014
1687898,VCRRX,Versus Capital Real Assets Fund LLC,0001687898
1286405,GJH,STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6,0001286405
1866518,SJA,"SolarJuice Co., Ltd.",0001866518
1852551,NVAM,Nova Minerals Ltd,0001852551
2019504,DRJT,DERUN GROUP INC,0002019504
1966678,PGHL,Primega Group Holdings Ltd,0001966678
2012726,FDSB,"Fifth District Bancorp, Inc.",0002012726
1716885,ASCIX,Angel Oak Strategic Credit Fund,0001716885
1852025,GLNK,Grayscale Chainlink Trust (LINK),0001852025
1343491,GJP,"STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SERIES 2005-6",0001343491
1995306,HDL,SUPER HI INTERNATIONAL HOLDING LTD.,0001995306
1472033,JTGEY,"Citibank,N.A./ADR",0001472033
1926792,SFHG,SAMFINE CREATION HOLDINGS GROUP Ltd,0001926792
1405513,UNL,"United States 12 Month Natural Gas Fund, LP",0001405513
1725295,TSIFX,"Ecofin Tax-Exempt Private Credit Fund, Inc.",0001725295
1965411,LRTX,"Lirum Therapeutics, Inc.",0001965411
1998180,OCP,Huge Amount Group Ltd,0001998180
1991332,MKDW,MKDWELL Tech Inc.,0001991332
1946412,ECLP,"Eclipse Bancorp, Inc.",0001946412
1974476,SUKE,Suke Ltd,0001974476
1967397,LZMH,LZ Technology Holdings Ltd,0001967397
1997403,ZENA,"ZenaTech, Inc.",0001997403
1923891,NNE,Nano Nuclear Energy Inc.,0001923891
1965671,UNFL,"Unifoil Holdings, Inc.",0001965671
1867506,DDCIU,"Diffuse Digital 30, LP",0001867506
1926293,GCDT,Green Circle Decarbonize Technology Ltd,0001926293
1979484,ABVE,Above Food Ingredients Inc.,0001979484
1990251,WCT,Wellchange Holdings Co Ltd,0001990251
2019061,SOBO,South Bow Corp,0002019061
1754927,AAIDX,Axonic Alternative Income Fund,0001754927
2005951,SW,Smurfit WestRock Ltd,0002005951
1573901,OLSI,"Origin Life Sciences, Inc.",0001573901
1982012,TLIH,Ten-League International Holdings Ltd,0001982012
1967822,CGTL,Creative Global Technology Holdings Ltd,0001967822
1999297,DSY,Big Tree Cloud Holdings Ltd,0001999297
2001236,NVIQ,Noventiq Holding Co,0002001236
1970544,PTHL,Pheton Holdings Ltd,0001970544
1723788,BITW,Bitwise 10 Crypto Index Fund,0001723788
925261,AKO.A,ANDINA BOTTLING CO INC,0000925261
1838028,HODL,VanEck Bitcoin Trust,0001838028
1980262,HWEC,"HW Electro Co., Ltd.",0001980262
1503658,LVDW,LiquidValue Development Inc.,0001503658
1705181,ETCG,Grayscale Ethereum Classic Trust (ETC),0001705181
1987867,CPGRA,CorpAcq Group Plc,0001987867
1985273,TOYO,"TOYO Co., Ltd",0001985273
1340909,GJO,"STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES 2005-4",0001340909
1982444,BDMD,Baird Medical Investment Holdings Ltd,0001982444
1998990,LLLL,Love & Health Ltd,0001998990
1855781,BTCO,Invesco Galaxy Bitcoin ETF,0001855781
1459862,PALL,abrdn Palladium ETF Trust,0001459862
1725210,ETHE,Grayscale Ethereum Trust (ETH),0001725210
1403528,OAK-PA,"Brookfield Oaktree Holdings, LLC",0001403528
1975992,PFAB,PreTam Holdings Inc.,0001975992
2015534,JCY,JINGCAOYUAN HOLDINGS INC,0002015534
1568905,PRDEX,PREDEX,0001568905
1998768,PAL,"Proficient Auto Logistics, Inc",0001998768
1495798,LCCTY,L'Occitane International S.A./ADR/,0001495798
2002660,PSUS,"Pershing Square USA, Ltd.",0002002660
1283464,KTH,STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,0001283464
1670196,UGCC,Universal Gaming Corp,0001670196
1618181,GLDM,World Gold Trust,0001618181
2002473,BOW,Bowhead Specialty Holdings Inc.,0002002473
1864776,FLAI,Flewber Global Inc.,0001864776
1681717,VFLEX,FIRST TRUST ALTERNATIVE OPPORTUNITIES FUND,0001681717
1748945,HZEN,Grayscale Horizen Trust (ZEN),0001748945
1983324,RMSG,Real Messenger Corp,0001983324
1396878,UGA,"United States Gasoline Fund, LP",0001396878
1978294,JPL,"JEPLAN Holdings, Inc.",0001978294
1406234,BIPH,Brookfield Infrastructure Partners L.P.,0001406234
1903464,AIMA,Aimfinity Investment Corp. I,0001903464
1984124,LUD,Luda Technology Group Ltd,0001984124
1467631,XCAPX,ACAP Strategic Fund,0001467631
1834526,GPAT,GP-Act III Acquisition Corp.,0001834526
1628040,RCIAX,Alternative Credit Income Fund,0001628040
1995116,RECT,Rectitude Holdings Ltd.,0001995116
1130889,CNCL,CANCER CAPITAL CORP,0001130889
1798458,CRGH,"Carriage House Event Center, Inc.",0001798458
1427437,ETI-P,"ENTERGY TEXAS, INC.",0001427437
1771951,WEIX,Dynamic Shares Trust,0001771951
1751156,EIOAX,ELLINGTON INCOME OPPORTUNITIES FUND,0001751156
1708646,AAAU,Goldman Sachs Physical Gold ETF,0001708646
1254699,QVCD,QVC INC,0001254699
70502,NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,0000070502
1726822,ADOB,Adorbs Inc,0001726822
1608016,PSOIX,Palmer Square Opportunistic Income Fund,0001608016
1015647,AAUAF,ALMADEN MINERALS LTD,0001015647
1353611,FXB,Invesco CurrencyShares British Pound Sterling Trust,0001353611
1722837,CEDAX,BlueBay Destra International Event-Driven Credit Fund,0001722837
1681769,BNEV,BRILLIANT N.E.V. CORP.,0001681769
1353615,FXF,Invesco CurrencyShares Swiss Franc Trust,0001353615
1375348,GLNS,Golden Star Resource Corp.,0001375348
1806905,ALEH,ALE Group Holding Ltd,0001806905
1405528,USL,"United States 12 Month Oil Fund, LP",0001405528
1616037,XILSX,Pioneer ILS Interval Fund,0001616037
1980994,IBIT,iShares Bitcoin Trust,0001980994
1983550,TDTH,Trident Digital Tech Holdings Ltd,0001983550
1975940,FLYE,"Fly-E Group, Inc.",0001975940
1941029,ADVB,Advanced Biomed Inc.,0001941029
2000530,GMHS,Gamehaus Holdings Inc.,0002000530
2016435,LXTM,"Lei Xin Holdings Co., Ltd.",0002016435
1943705,GEAR,"Revelyst, Inc.",0001943705
2006291,CCIX,Churchill Capital Corp IX/Cayman,0002006291
1946573,KDLY,"Kindly MD, Inc.",0001946573
1852023,MANA,Grayscale Decentraland Trust (MANA),0001852023
1843875,TRCC,TRACCOM INC.,0001843875
2019116,JLJT,JIALIANG HOLDINGS LTD,0002019116
1852753,TSLVF,TIER ONE SILVER INC.,0001852753
1990145,NUVO,Holdco Nuvo Group D.G Ltd.,0001990145
1852024,GLIV,Grayscale Livepeer Trust (LPT),0001852024
1938534,FBGL,FBS Global Ltd,0001938534
1729678,XALCX,"BNY Mellon Alcentra Global Multi-Strategy Credit Fund, Inc.",0001729678
1745201,VIK,Viking Holdings Ltd,0001745201
2006986,ADGM,"Aja Holdco, Inc.",0002006986
2013639,FBLA,"FB Bancorp, Inc. /MD/",0002013639
2012807,RFAI,RF Acquisition Corp II,0002012807
1969108,VEG,Veg House Holdings Inc.,0001969108
1652044,GOOG,Alphabet Inc.,0001652044
14272,BMYMP,BRISTOL MYERS SQUIBB CO,0000014272
36104,USB-PA,US BANCORP \DE\,0000036104
1067983,BRK-A,BERKSHIRE HATHAWAY INC,0001067983
353278,NONOF,NOVO NORDISK A S,0000353278
1046179,TSMWF,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0001046179
937966,ASMLF,ASML HOLDING NV,0000937966
19617,JPM-PC,JPMORGAN CHASE & CO,0000019617
19617,JPM-PD,JPMORGAN CHASE & CO,0000019617
1094517,TOYOF,TOYOTA MOTOR CORP/,0001094517
70858,BML-PG,BANK OF AMERICA CORP /DE/,0000070858
70858,BML-PH,BANK OF AMERICA CORP /DE/,0000070858
70858,BAC-PE,BANK OF AMERICA CORP /DE/,0000070858
70858,BML-PJ,BANK OF AMERICA CORP /DE/,0000070858
70858,BML-PL,BANK OF AMERICA CORP /DE/,0000070858
70858,BAC-PB,BANK OF AMERICA CORP /DE/,0000070858
70858,BAC-PK,BANK OF AMERICA CORP /DE/,0000070858
1108329,PCCYF,PETROCHINA CO LTD,0001108329
901832,AZNCF,ASTRAZENECA PLC,0000901832
1306965,RYDAF,Shell plc,0001306965
1000184,SAPGF,SAP SE,0001000184
1114448,NVSEF,NOVARTIS AG,0001114448
72971,WFC-PY,WELLS FARGO & COMPANY/MN,0000072971
1577552,BABAF,Alibaba Group Holding Ltd,0001577552
72971,WFC-PL,WELLS FARGO & COMPANY/MN,0000072971
879764,TTFNF,TotalEnergies SE,0000879764
1089113,HBCYF,HSBC HOLDINGS PLC,0001089113
732717,TBB,AT&T INC.,0000732717
811809,BHPLF,BHP Group Ltd,0000811809
217410,UNLYF,UNILEVER PLC,0000217410
1378580,EADSF,Airbus SE/ADR,0001378580
1668717,BUDFF,Anheuser-Busch InBev SA/NV,0001668717
72971,WFC-PC,WELLS FARGO & COMPANY/MN,0000072971
1121404,SNYNF,Sanofi,0001121404
313807,BPAQF,BP PLC,0000313807
67088,MBFJF,MITSUBISHI UFJ FINANCIAL GROUP INC,0000067088
863064,RTPPF,RIO TINTO PLC,0000863064
1443276,TOELF,Tokyo Electron LTD,0001443276
70866,NCRRP,NCR VOYIX Corp,0000070866
769594,NTTYY,NIPPON TELEGRAPH & TELEPHONE CORP,0000769594
313838,SNEJF,Sony Group Corp,0000313838
1268896,CILJF,CHINA LIFE INSURANCE CO LTD,0001268896
1091587,ABLZF,ABB LTD,0001091587
1161167,AIQUF,L AIR LIQUIDE SA /FI,0001161167
948401,CFRHF,COMPAGNIE FINANCIERE RICHEMONT AG /FI,0000948401
1140625,STOHF,EQUINOR ASA,0001140625
1274152,CMXHF,CSL LTD,0001274152
1123658,SNPMF,CHINA PETROLEUM & CHEMICAL CORP,0001123658
1131399,GLAXF,GSK plc,0001131399
886982,GS-PA,GOLDMAN SACHS GROUP INC,0000886982
748954,ATLCY,ATLAS COPCO AB,0000748954
36104,USB-PH,US BANCORP \DE\,0000036104
886982,GS-PD,GOLDMAN SACHS GROUP INC,0000886982
891478,BCDRF,"Banco Santander, S.A.",0000891478
895421,MS-PA,MORGAN STANLEY,0000895421
895728,EBBNF,ENBRIDGE INC,0000895728
310732,BNPQF,BNP PARIBAS,0000310732
835403,DGEAF,DIAGEO PLC,0000835403
30554,CTA-PB,"EIDP, Inc.",0000030554
36104,USB-PP,US BANCORP \DE\,0000036104
1022837,SMFNF,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",0001022837
1129137,AMXOF,AMERICA MOVIL SAB DE CV/,0001129137
1524684,GLCNF,Glencore plc/ADR,0001524684
895421,MS-PK,MORGAN STANLEY,0000895421
895421,MS-PI,MORGAN STANLEY,0000895421
1119639,PBR-A,PETROBRAS - PETROLEO BRASILEIRO SA,0001119639
1303523,BTAFF,British American Tobacco p.l.c.,0001303523
895421,MS-PF,MORGAN STANLEY,0000895421
886982,GS-PK,GOLDMAN SACHS GROUP INC,0000886982
895421,MS-PE,MORGAN STANLEY,0000895421
929869,RLXXF,RELX PLC,0000929869
1110646,NETTF,"NetEase, Inc.",0001110646
1326160,DUK-PA,Duke Energy CORP,0001326160
715153,HNDAF,HONDA MOTOR CO LTD,0000715153
1021020,OEZVF,OSTERREICHISCHE ELEKTRIZITATSWIRTSCHAFTS /FI,0001021020
1002242,EIPAF,ENI SPA,0001002242
1166691,CCZ,COMCAST CORP,0001166691
748954,ATLPF,ATLAS COPCO AB,0000748954
1395064,TKPHF,TAKEDA PHARMACEUTICAL CO LTD,0001395064
1329099,BAIDF,"Baidu, Inc.",0001329099
895564,BAESF,BAE SYSTEMS PLC /FI/,0000895564
719245,WEBNF,WESTPAC BANKING CORP,0000719245
316709,SCHW-PD,SCHWAB CHARLES CORP,0000316709
75594,PPWLM,PACIFICORP /OR/,0000075594
1004315,NGGTF,NATIONAL GRID PLC,0001004315
1335730,MZHOF,MIZUHO FINANCIAL GROUP INC,0001335730
1446519,DKILF,Daikin Industries Ltd,0001446519
718940,BECEF,BCE INC,0000718940
1063761,SPG-PJ,SIMON PROPERTY GROUP INC /DE/,0001063761
1232384,TNCAF,TC ENERGY CORP,0001232384
1039765,INGVF,ING GROEP NV,0001039765
1549802,JDCMF,"JD.com, Inc.",0001549802
1099219,MET-PA,METLIFE INC,0001099219
932787,STMEF,STMicroelectronics N.V.,0000932787
1099219,MET-PE,METLIFE INC,0001099219
1160106,LLDTF,Lloyds Banking Group plc,0001160106
1045609,PLDGP,"Prologis, Inc.",0001045609
844551,WOPEF,WOODSIDE ENERGY GROUP LTD,0000844551
842180,BBVXF,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",0000842180
1900304,HLNCF,Haleon plc,0001900304
1446598,DNZOF,Denso Corp,0001446598
1232384,TCANF,TC ENERGY CORP,0001232384
1393311,PSA-PH,Public Storage,0001393311
75594,PPWLO,PACIFICORP /OR/,0000075594
1359519,SVNDF,SEVEN & I HOLDINGS CO LTD,0001359519
1116578,PUKPF,PRUDENTIAL PLC,0001116578
1001085,BAMGF,BROOKFIELD Corp /ON/,0001001085
1450468,MRAAF,"Murata Manufacturing Co., Ltd./ADR",0001450468
1393311,PSA-PK,Public Storage,0001393311
886986,TCKRF,TECK RESOURCES LTD,0000886986
1279967,CRARF,CREDIT AGRICOLE S A,0001279967
899051,ALL-PH,ALLSTATE CORP,0000899051
899051,ALL-PB,ALLSTATE CORP,0000899051
844150,RBSPF,NatWest Group plc,0000844150
800365,FUJIF,FUJI PHOTO FILM CO LTD /FI,0000800365
14693,BF-A,BROWN FORMAN CORP,0000014693
1038143,FNCTF,ORANGE,0001038143
920760,LEN-B,LENNAR CORP /NEW/,0000920760
312069,BCLYF,BARCLAYS PLC,0000312069
943819,RSMDF,RESMED INC,0000943819
1012037,CODGF,COMPAGNIE DE SAINT GOBAIN,0001012037
1070304,ORXCF,ORIX CORP,0001070304
16988,CAJPY,CANON INC,0000016988
814052,TEFOF,TELEFONICA S A,0000814052
1160330,BBDO,BANK BRADESCO,0001160330
1434265,GNMSF,GENMAB A/S,0001434265
46619,HEI-A,HEICO CORP,0000046619
1700171,ANNSF,Aena S.A./ADR,0001700171
1297996,DLR-PK,"DIGITAL REALTY TRUST, INC.",0001297996
733099,RCIAF,ROGERS COMMUNICATIONS INC,0000733099
798941,FCNCB,FIRST CITIZENS BANCSHARES INC /DE/,0000798941
1334687,CJPRF,CENTRAL JAPAN RAILWAY CO,0001334687
1451279,SAUHF,Straumann Holding AG / ADR,0001451279
839923,VODPF,VODAFONE GROUP PUBLIC LTD CO,0000839923
1243429,AMSYF,ArcelorMittal,0001243429
1038683,RYAOF,RYANAIR HOLDINGS PLC,0001038683
63754,MKC-V,MCCORMICK & CO INC,0000063754
1190723,TNRSF,TENARIS SA,0001190723
1618755,RSTRF,Restaurant Brands International Limited Partnership,0001618755
1297996,DLR-PJ,"DIGITAL REALTY TRUST, INC.",0001297996
92122,SOJC,SOUTHERN CO,0000092122
16988,CAJFF,CANON INC,0000016988
1446437,YAHOF,Yahoo! Japan Corp,0001446437
1269238,TRPCF,Trip.com Group Ltd,0001269238
910631,COCSF,COCA COLA FEMSA SAB DE CV,0000910631
924613,NOKBF,NOKIA CORP,0000924613
93751,STT-PG,STATE STREET CORP,0000093751
717826,ERIXF,ERICSSON LM TELEPHONE CO,0000717826
1026214,FMCCT,FEDERAL HOME LOAN MORTGAGE CORP,0001026214
1050952,PGPEF,PUBLICIS GROUPE SA,0001050952
1449566,WLMIF,Wilmar International Ltd,0001449566
1093028,EJPRF,EAST JAPAN RAILWAY CO /FI,0001093028
1439124,EBR-B,BRAZILIAN ELECTRIC POWER CO,0001439124
1736541,NIOIF,NIO Inc.,0001736541
1560385,FWONB,Liberty Media Corp,0001560385
874766,HIG-PG,"HARTFORD FINANCIAL SERVICES GROUP, INC.",0000874766
35527,FITBI,FIFTH THIRD BANCORP,0000035527
930157,RKLIF,RENTOKIL INITIAL PLC /FI,0000930157
1712356,HRNNF,Hydro One Ltd,0001712356
882602,OMVJF,OMV AKTIENGESELLSCHAFT /FI,0000882602
1163653,NRSCF,NOMURA HOLDINGS INC,0001163653
1069347,SGSOF,SGS SOCIETE GENERALE DE SURVEILLANCE HOLDING SA /FI,0001069347
929058,HUNGF,HUANENG POWER INTERNATIONAL INC,0000929058
1159152,JHIUF,James Hardie Industries plc,0001159152
1461748,PPERF,PT Bank Mandiri (Persero) Tbk / ADR,0001461748
1560385,FWONA,Liberty Media Corp,0001560385
1560385,FWONK,Liberty Media Corp,0001560385
313216,RYLPF,KONINKLIJKE PHILIPS NV,0000313216
1748790,AMCCF,Amcor plc,0001748790
915191,FAXXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
12208,BIO-B,"BIO-RAD LABORATORIES, INC.",0000012208
912595,MAA,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595
1172724,GFIOF,GOLD FIELDS LTD,0001172724
1030475,CHEAF,CHINA EASTERN AIRLINES CORP LTD,0001030475
1041668,CHKIF,CHINA SOUTHERN AIRLINES CO LTD,0001041668
1158838,ADTTF,ADVANTEST CORP,0001158838
1400691,HLBZF,HeidelbergCement AG,0001400691
91576,KEY-PK,KEYCORP /NEW/,0000091576
915191,FXFLF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
759944,CFG-PD,CITIZENS FINANCIAL GROUP INC/RI,0000759944
1001474,KKPNF,KONINKLIJKE KPN N V,0001001474
818686,TEVJF,TEVA PHARMACEUTICAL INDUSTRIES LTD,0000818686
1517231,SSMXF,Sysmex Corporation/ADR,0001517231
1754301,FOX,Fox Corp,0001754301
915191,FRFGF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
1475011,JBARF,Julius Baer Group Ltd.,0001475011
91576,KEY-PJ,KEYCORP /NEW/,0000091576
1281721,SGIOF,SHIONOGI & CO LTD,0001281721
1564708,NWS,NEWS CORP,0001564708
1669414,NHOLF,"Sompo Japan Nipponkoa Holdings, Inc./ADR",0001669414
1043219,NLY-PG,ANNALY CAPITAL MANAGEMENT INC,0001043219
915191,FRFFF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
1445475,BOUYF,Bouygues SA,0001445475
1547873,PTPIF,PT Chandra Asri Petrochemical Tbk/ADR,0001547873
871464,HKHGF,HONGKONG LAND HOLDINGS LTD /FI,0000871464
1131345,NVZMF,NOVOZYMES AS/FI,0001131345
1043219,NLY-PF,ANNALY CAPITAL MANAGEMENT INC,0001043219
1858681,APO-PA,"Apollo Global Management, Inc.",0001858681
947484,ACGLO,ARCH CAPITAL GROUP LTD.,0000947484
91576,KEY-PI,KEYCORP /NEW/,0000091576
927971,FNGD,BANK OF MONTREAL /CAN/,0000927971
915191,FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191
1003935,NCSYF,NICE Ltd.,0001003935
930826,SVYSF,SOLVAY S A /ADR/,0000930826
105016,WSO-B,WATSCO INC,0000105016
1333141,FMCQF,Fresenius Medical Care AG,0001333141
912595,MAA-PI,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595
1406234,BIP,Brookfield Infrastructure Partners L.P.,0001406234
1611983,LBRDB,Liberty Broadband Corp,0001611983
1281761,RF-PC,REGIONS FINANCIAL CORP,0001281761
1076378,CXMSF,CEMEX SAB DE CV,0001076378
1281761,RF-PB,REGIONS FINANCIAL CORP,0001281761
845982,SNNUF,SMITH & NEPHEW PLC,0000845982
1442651,SHECF,"Shin-Etsu Chemical Co., Ltd.",0001442651
1611983,LBRDK,Liberty Broadband Corp,0001611983
1161611,ALMMF,ALUMINUM CORP OF CHINA LTD,0001161611
1127248,ERRAF,EMERA INC,0001127248
800954,OMRNF,OMRON CORP /FI,0000800954
1545460,OLCLF,"Oriental Land Co., Ltd./ADR",0001545460
4457,UHAL-B,U-Haul Holding Co /NV/,0000004457
24545,TAP-A,MOLSON COORS BEVERAGE CO,0000024545
72127,NIPNF,NEC CORP,0000072127
1504122,PBNNF,PT Bank Negara Indonesia (Persero) Tbk/ADR,0001504122
806968,WPPGF,WPP plc,0000806968
1123452,ASRMF,SOUTHEAST AIRPORT GROUP,0001123452
1690981,NNGPF,NN Group NV/ADR,0001690981
1127055,VIVEF,VIVENDI,0001127055
1062066,AOMFF,ALSTOM,0001062066
1347557,GPAEF,Pacific Airport Group,0001347557
1446656,KIKOF,Kikkoman Corp,0001446656
1617640,Z,"ZILLOW GROUP, INC.",0001617640
769218,AEGOF,AEGON LTD.,0000769218
1125259,CUKPF,CARNIVAL PLC,0001125259
1026214,FREJO,FEDERAL HOME LOAN MORTGAGE CORP,0001026214
1723690,BLBLF,Bilibili Inc.,0001723690
1438654,RDEIF,Red Electrica Corporacion SA/ADR,0001438654
1570585,LBTYB,Liberty Global Ltd.,0001570585
100826,UEPCN,UNION ELECTRIC CO,0000100826
1810997,XPNGF,XPENG INC.,0001810997
1447100,YAMHF,"Yamaha Motor Co., Ltd.",0001447100
1436786,OUKPF,Outotec OYJ,0001436786
886982,GS-PC,GOLDMAN SACHS GROUP INC,0000886982
938323,PSORF,PEARSON PLC,0000938323
1423689,AGNCM,AGNC Investment Corp.,0001423689
898174,RZB,REINSURANCE GROUP OF AMERICA INC,0000898174
1423689,AGNCN,AGNC Investment Corp.,0001423689
1560385,LSXMB,Liberty Media Corp,0001560385
100826,UEPEP,UNION ELECTRIC CO,0000100826
100826,UEPEO,UNION ELECTRIC CO,0000100826
34903,FRT-PC,FEDERAL REALTY INVESTMENT TRUST,0000034903
1884082,PSNYW,Polestar Automotive Holding UK PLC,0001884082
1446418,MTLHF,Mitsubishi Chemical Holdings Corp,0001446418
314590,SASOF,SASOL LTD,0000314590
1442653,ROHCF,"ROHM Co., Ltd.",0001442653
1449003,ASXFF,ASX Ltd.,0001449003
1786909,SBYSF,Sibanye Stillwater Ltd,0001786909
813828,PARAA,Paramount Global,0000813828
1560385,LSXMK,Liberty Media Corp,0001560385
899689,VNO-PL,VORNADO REALTY TRUST,0000899689
1562401,AMH-PH,American Homes 4 Rent,0001562401
100826,UEPCP,UNION ELECTRIC CO,0000100826
899689,VNO-PM,VORNADO REALTY TRUST,0000899689
1562401,AMH-PG,American Homes 4 Rent,0001562401
1294591,RKUNF,"Rakuten Group, Inc.",0001294591
879101,KIM-PM,KIMCO REALTY CORP,0000879101
100826,UEPEM,UNION ELECTRIC CO,0000100826
100826,UEPEN,UNION ELECTRIC CO,0000100826
1527469,ATH-PA,Athene Holding Ltd.,0001527469
1535929,VOYA-PB,"Voya Financial, Inc.",0001535929
913144,RNR-PF,RENAISSANCERE HOLDINGS LTD,0000913144
1438569,GIFLF,Grifols SA,0001438569
879101,KIM-PL,KIMCO REALTY CORP,0000879101
1438569,GIFOF,Grifols SA,0001438569
1157557,CIG-C,ENERGY CO OF MINAS GERAIS,0001157557
1289688,JCYCF,Jardine Cycle & Carriage Ltd.,0001289688
1481045,DSECF,Daiwa Securities Group Inc.,0001481045
811156,CMSA,CMS ENERGY CORP,0000811156
1558812,MEJHF,MEIJI Holdings Co Ltd/ADR,0001558812
1446596,FANUF,Fanuc Ltd,0001446596
1040971,SLG-PI,SL GREEN REALTY CORP,0001040971
